Timestamp,Core number,Newer record exists?,Core has multiple records?,Modification(s) made,If adding or removing rings...,Core status,Good alignment through year,Was alignment limited by reference chronology length?,Other notes,Person,Derek double-check needed?,Crossdating by...,Were there multiple potential ways to get good alignment?,If modification did not make sense in image...,
5/13/2015 17:53:24,4221,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:54:02,4002,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:55:02,4222,TRUE,TRUE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:56:04,4037,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:56:37,4210,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/13/2015 17:57:30,4212,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/14/2015 10:28:39,1324,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 10:29:49,1053,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 10:35:50,1322,FALSE,FALSE,Removed ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 10:40:05,1318,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 10:43:49,1049,FALSE,FALSE,"Added ring(s), Removed ring(s)",No,Good alignment throughout,,No,,Alec,,Cluster,,2003,
5/14/2015 10:45:06,1050,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 10:46:30,1055,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 10:48:46,1317,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 10:51:43,1488,TRUE,TRUE,Removed ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 11:05:01,1467,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 11:08:40,1362,FALSE,FALSE,Resolved uncs,Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 11:12:11,1459,TRUE,TRUE,no modifications,,Good alignment through year X,1924,Yes,uncs present past reference chronology,Alec,,Cluster,,,
5/14/2015 11:13:58,1083,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 11:18:09,1331,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 11:19:42,1465,FALSE,FALSE,Added ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 11:21:13,1373,FALSE,TRUE,Resolved uncs,Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 11:22:44,1325,FALSE,TRUE,Resolved uncs,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Alec,,Cluster,,,
5/14/2015 11:26:12,1368Z,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 11:33:22,1454,TRUE,TRUE,resolved ab,Yes,Good alignment through year X,1924,Yes,"Ab didn't seem like real ab, just a couple weird looking rings. Added points for rings and alignment was really good.",Alec,,Cluster,,,
5/14/2015 11:39:14,1343,FALSE,FALSE,Removed ring(s),Yes,Good alignment through year X,1970,No,alignment good until ab,Alec,,Cluster,,,
5/14/2015 11:43:03,1295,FALSE,FALSE,Added ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 11:47:41,1468,FALSE,FALSE,Added ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 11:51:24,4205,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/14/2015 11:52:06,4201,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/14/2015 11:52:44,4203,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/14/2015 11:53:41,4206,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/14/2015 11:54:31,4022,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/14/2015 11:55:28,4026,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/14/2015 11:56:15,4023,TRUE,TRUE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/14/2015 11:56:49,4024,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/14/2015 12:03:17,1304,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1941,No,could not improve alignment ,Sky,,Cluster,,,
5/14/2015 12:04:14,1314,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/14/2015 12:06:04,4007,FALSE,FALSE,"Removed ring(s), reviewed core",Yes,Good alignment through year X,1929,No,,Sky,,Cluster,,,
5/14/2015 12:08:08,1019Z,FALSE,FALSE,reviewed core,Yes,Good alignment through year X,1929,No,,Sky,,Cluster,,,
5/14/2015 12:21:06,1028,FALSE,FALSE,"Dated core, Removed ring(s)",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/14/2015 12:26:39,1030,FALSE,FALSE,"Dated core, reviewed core",Yes,Good alignment through year X,1926,No,,Sky,can alignment be improved in beginning?,Cluster,,,
5/14/2015 12:35:18,1217,FALSE,FALSE,"Added ring(s), reviewed core",No,Good alignment through year X,1964,No,,Sky,,Cluster,,1984,
5/14/2015 12:36:53,1025,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/14/2015 15:37:26,1471,FALSE,FALSE,Removed ring(s),No,Good alignment through year X,1919,Yes,,Alec,,Cluster,,1990,
5/14/2015 15:41:42,1044,TRUE,TRUE,no modifications,,Good alignment through year X,1935,No,,Alec,may want to take a look to see if ther is some way you can improve it,Cluster,,,
5/14/2015 15:43:34,1372,TRUE,TRUE,Removed ring(s),Yes,Good alignment through year X,1919,Yes,,Alec,,Cluster,,,
5/14/2015 15:46:58,1458,FALSE,FALSE,Added ring(s),Yes,Good alignment through year X,1919,Yes,,Alec,,Cluster,,,
5/14/2015 15:49:30,1393,FALSE,FALSE,Dated core,,Good alignment through year X,1887,Yes,,Alec,,Cluster,,,
5/14/2015 15:51:36,1479,FALSE,FALSE,no modifications,,Good alignment through year X,1960,No,,Alec,,Cluster,,,
5/14/2015 15:55:48,1456,TRUE,TRUE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 15:58:59,1485,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:00:04,1032,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:00:55,1001,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:02:32,1336,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:03:51,1342,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:05:14,1004,FALSE,FALSE,Removed ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:06:13,1326,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:09:08,1202,FALSE,FALSE,Added ring(s),Yes,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:10:12,1379,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:11:22,1082,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:12:16,1360,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:13:55,1477,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:15:02,1357,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:16:48,1092,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:18:11,1291,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/14/2015 16:20:15,1353B,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/15/2015 11:36:52,1303,FALSE,FALSE,"Resolved uncs, Added ring(s), Removed ring(s)",No,Good alignment through year X,1928,Yes,,Alec,,Cluster,,1995,
5/15/2015 11:51:03,4014,FALSE,FALSE,"Added ring(s), Removed ring(s)",No,Good alignment throughout,,No,,Alec,,Cluster,,1981,
5/15/2015 11:53:53,1299,FALSE,FALSE,no modifications,,Good alignment throughout,,No,,Alec,,Cluster,,,
5/15/2015 12:22:13,1204,FALSE,FALSE,,Yes,Poor alignment  throughout,,No,,Derek,much better alignment at 8 yr offset but core has bark,Cluster,,,
5/15/2015 12:35:27,1216,FALSE,FALSE,,Yes,Good alignment throughout,,No,youngest rings potentially offset but no modifications make sense,Derek,,Cluster,,,
5/15/2015 12:55:04,1011,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Morgan,,Cluster,,,
5/15/2015 13:02:33,4222,FALSE,TRUE,,Yes,Good alignment throughout,,No,,Joshua,,Cluster,,,
5/15/2015 13:03:56,1027,FALSE,FALSE,,Yes,Good alignment throughout,,No,Tiny core-limited by scope of reference,Cameron,,Cluster,,,
5/15/2015 13:10:34,4200,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Cameron,,Cluster,,,
5/15/2015 13:11:20,4023,FALSE,TRUE,,Yes,Good alignment throughout,,No,,Joshua,,Cluster,,,
5/15/2015 13:12:57,4216,FALSE,FALSE,,Yes,Good alignment throughout,,No,,Cameron,,Cluster,,,
5/15/2015 13:16:12,1016,TRUE,TRUE,,Yes,Good alignment throughout,,No,,Cameron,,Cluster,,,
5/15/2015 13:27:51,1283,FALSE,FALSE,,Yes,Good alignment throughout,,No,Tried to change but couldn't because of bark,Joshua,,Cluster,,,
5/15/2015 13:41:13,4021,FALSE,FALSE,Added ring(s),Yes,Good alignment throughout,,No,Added a ring but made more sense,Joshua,,Cluster,,,
5/15/2015 13:47:38,1284,FALSE,FALSE,,Yes,Good alignment throughout,,No,Starts off a little weird but can't fix it,Joshua,,Cluster,,,
5/15/2015 13:53:58,1306,FALSE,FALSE,,Yes,Poor alignment  throughout,,No,"""Impossible"" core-some small ring eliminations helped a bit but negatively/neutrally affected overall alignment",Cameron,,Cluster,,,
5/15/2015 14:04:24,4208Z,FALSE,FALSE,Removed ring(s),Yes,Good alignment throughout,,No,"Deleted 3 rings at beginning-also probably not actually a ""t""",Cameron,,Cluster,,,
5/18/2015 13:10:16,4042,FALSE,FALSE,"Removed ring(s), reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/18/2015 13:11:40,1218,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/18/2015 13:14:44,1282,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/18/2015 13:16:02,4004,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/18/2015 13:17:33,4218,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/18/2015 13:22:53,4214,TRUE,TRUE,reviewed core,Yes,Good alignment through year X,1973,No,,Sky,,Cluster,,,
5/18/2015 13:24:19,4208,FALSE,FALSE,"Added ring(s), reviewed core",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/18/2015 13:26:06,1285,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/19/2015 11:09:07,2500,TRUE,TRUE,reviewed core,No,Good alignment throughout,,No,,Sky,,Plot,,1970,
5/19/2015 11:11:17,2501,FALSE,TRUE,better fit alignment by plot crossdating,No,Good alignment throughout,,No,,Sky,,Plot,,1966,
5/19/2015 11:18:02,pm97,FALSE,TRUE,better fit alignment by plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/19/2015 11:20:04,2514,FALSE,TRUE,better fit alignment by plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/19/2015 11:38:07,1057,FALSE,TRUE,better fit alignment by plot crossdating,No,Good alignment through year X,1968,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,1948,
5/19/2015 11:53:28,1212,FALSE,TRUE,better fit alignment by plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/19/2015 11:54:27,1208,FALSE,TRUE,,Yes,Poor alignment  throughout,,No,,Sky,,Plot,,,
5/19/2015 11:59:05,1250,FALSE,TRUE,,No,Good alignment through year X,1992,No,difficult core,Sky,,Plot,,2003,
5/19/2015 12:06:17,1365,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/19/2015 12:07:15,1370,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/19/2015 12:07:59,1357Z,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/19/2015 12:12:02,1361,FALSE,TRUE,,Yes,Good alignment throughout,,No,crossdating by plot limited alignment length compared crossdating by cluster (1960 vs 1943),Sky,,Plot,,,
5/19/2015 12:19:27,1408,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/19/2015 12:24:39,4214,FALSE,TRUE,no modifications,,Good alignment throughout,,No,,Alec,,Plot,,,
5/19/2015 12:25:54,2016,FALSE,TRUE,reviewed core by plot cross dating,Yes,Good alignment through year X,1983,No,could not extend alignment with plot vs cluster crossdating,Sky,,Plot,,,
5/19/2015 12:27:10,4202,FALSE,TRUE,Removed ring(s),Yes,Good alignment throughout,,No,,Alec,,Plot,,,
5/19/2015 12:29:19,2041,FALSE,TRUE,reviewed core by plot cross dating,Yes,Good alignment throughout,,No,could not extend alignment with plot vs cluster crossdating,Sky,,Plot,,,
5/19/2015 12:33:29,4204Z,TRUE,TRUE,Removed ring(s),Yes,Good alignment throughout,,No,,Alec,,Plot,,,
5/19/2015 12:35:05,2046,FALSE,TRUE,better fit alignment by plot crossdating,No,Good alignment throughout,,No,,Sky,,Plot,,1995,
5/19/2015 12:36:54,2039Z,FALSE,TRUE,reviewed core by plot cross dating,Yes,Good alignment throughout,,No,alignment is good from 1945 to 1929 unlike previously noted,Sky,,Plot,,,
5/19/2015 12:41:06,2080,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/14/15,Sky,,Plot,,,
5/19/2015 12:45:22,2101,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/14/15,Sky,,Plot,,,
5/19/2015 12:49:36,2114,FALSE,TRUE,reviewed core by plot cross dating,No,Good alignment throughout,,No,"difficult core, beginning alignment could not be improved by plot crossdating",Sky,,Plot,,1958,
5/19/2015 12:50:40,2115,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/19/2015 12:58:54,2121,FALSE,TRUE,reviewed core by plot cross dating,Yes,Poor alignment  throughout,,No,could not improve alignment by plot crossdating; difficult core,Sky,,Plot,,,
5/19/2015 13:00:55,2129,FALSE,TRUE,better fit alignment by plot crossdating,No,Good alignment throughout,,No,,Sky,,Plot,,1983,
5/19/2015 13:01:50,2118Z,FALSE,TRUE,better fit alignment by plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/19/2015 13:06:08,2136,FALSE,TRUE,reviewed core by plot cross dating,No,Good alignment through year X,1944,No,limited alignment with plot crossdating compared to cluster cross dating (1962 vs 1950),Sky,,Plot,,1976,
5/19/2015 13:07:20,2139,FALSE,TRUE,better fit alignment by plot crossdating,Yes,Good alignment through year X,1963,No,,Sky,,Plot,,,
5/19/2015 13:11:25,2118,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/19/2015 13:12:20,2119,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/14/15,Sky,,Plot,,,
5/19/2015 13:18:40,2537,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment through year X,1956,No,,Sky,,Plot,,,
5/19/2015 13:23:11,2567,FALSE,TRUE,extended alignment through plot crossdating,Yes,Poor alignment  throughout,,No,,Sky,,Plot,,,
5/20/2015 15:17:29,2602,FALSE,TRUE,reviewed core by plot cross dating,Yes,Good alignment through year X,1975,No,could not improve alignment through plot crossdating,Sky,,Plot,,,
5/20/2015 15:18:38,2608,FALSE,TRUE,better fit alignment by plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 15:25:36,4209,FALSE,FALSE,,Yes,Good alignment through year X,1965,No,,Sky,,Cluster,,,
5/20/2015 15:28:57,1075,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 15:31:30,1019,TRUE,TRUE,better fit alignment by plot crossdating,No,Good alignment throughout,,No,more or less good alignment throughout,Sky,,Plot,,1960,
5/20/2015 15:33:03,1021,TRUE,TRUE,reviewed core by plot cross dating,Yes,Good alignment through year X,1974,No,could not extend alignment with plot vs cluster crossdating,Sky,,Plot,,,
5/20/2015 15:36:19,1007Z,FALSE,TRUE,reviewed core by plot cross dating,Yes,Poor alignment  throughout,,No,could not extend alignment with plot vs cluster crossdating,Sky,,Plot,,,
5/20/2015 15:39:39,1015,FALSE,TRUE,reviewed core by plot cross dating,Yes,Poor alignment  throughout,,No,difficult core; could not figure out how to improve alignment,Sky,where to truncate alignment?,Plot,,,
5/20/2015 15:40:39,1012,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/20/2015 15:41:51,1013,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/20/2015 15:42:29,1005,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/20/2015 15:43:09,1014,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/20/2015 15:44:49,1016,FALSE,TRUE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/20/2015 15:48:58,1237,FALSE,TRUE,reviewed core by plot cross dating,Yes,Good alignment through year X,1982,No,could not extend alignment with plot vs cluster crossdating,Sky,,Plot,,,
5/20/2015 15:49:55,1224,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment through year X,1955,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/20/2015 15:55:41,1268,FALSE,TRUE,reviewed core by plot cross dating,Yes,Good alignment throughout,,No,"difficult core, could not improve by plot crossdating",Sky,,Plot,,,
5/20/2015 15:56:31,1262,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 15:57:20,1271,FALSE,TRUE,better fit alignment by plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 16:02:32,1273Z,FALSE,TRUE,better fit alignment by plot crossdating,No,Good alignment throughout,,No,limited alignment with plot crossdating (1969 vs 1924),Sky,,Plot,,1989,
5/20/2015 16:05:11,1275,FALSE,TRUE,reviewed core by plot cross dating,No,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,check adjustments and dating,Plot,,1990,
5/20/2015 16:06:54,1276,FALSE,TRUE,reviewed core by plot cross dating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,check alignment,Plot,,,
5/20/2015 16:07:45,1278,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/20/2015 16:13:01,1448,FALSE,TRUE,Removed ring(s),Yes,Poor alignment  throughout,,No,deleting adding ring made sense by plotcrossdating,Sky,,Plot,,,
5/20/2015 16:13:46,1454,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 16:16:27,1455,FALSE,TRUE,re-added previously deleted ring to make positive correlation,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,plot and cluster crossdating in conflict,Plot,,,
5/20/2015 16:21:45,1453,FALSE,TRUE,reviewed core by plot cross dating,Yes,Good alignment through year X,1980,No,difficult core,Sky,check dating of core; how to improve,Plot,,,
5/20/2015 16:22:38,1456,FALSE,TRUE,better fit alignment by plot crossdating,Yes,Good alignment through year X,1835,Yes,Modified by Cameron for task C.1: 10/14/15,Sky,,Plot,,,
5/20/2015 16:23:28,1448B,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 16:24:12,1450,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/20/2015 16:25:50,1446,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment through year X,1974,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/20/2015 16:26:36,1444,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/20/2015 16:27:12,1452,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment through year X,1905,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/20/2015 16:29:19,2029,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 16:29:51,2028,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 16:30:48,2030,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment through year X,1835,Yes,Modified by Cameron for task C.1: 10/14/15,Sky,,Plot,,,
5/20/2015 16:32:06,2026,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment through year X,1835,Yes,Modified by Cameron for task C.1: 10/14/15,Sky,,Plot,,,
5/20/2015 16:33:14,2023,TRUE,TRUE,reviewed core by plot cross dating,Yes,Good alignment through year X,1907,No,could not extend alignment with plot vs cluster crossdating,Sky,,Plot,,,
5/20/2015 16:34:08,2025,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 16:34:47,2020,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment through year X,1835,Yes,Modified by Cameron for task C.1: 10/14/15,Sky,,Plot,,,
5/20/2015 16:35:29,2022,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment through year X,1835,Yes,Modified by Cameron for task C.1: 10/14/15,Sky,,Plot,,,
5/20/2015 16:36:05,2031,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment through year X,1935,No,,Sky,,Plot,,,
5/20/2015 16:39:24,2027,FALSE,TRUE,"Resolved uncs, extended alignment through plot crossdating",,Good alignment through year X,1903,No,,Sky,,Plot,,,
5/20/2015 16:40:07,2024,TRUE,TRUE,extended alignment through plot crossdating,Yes,Good alignment through year X,1856,Yes,,Sky,,Plot,,,
5/20/2015 16:42:20,2161,FALSE,TRUE,better fit alignment by plot crossdating,No,Good alignment through year X,1950,No,,Sky,,Plot,,,
5/20/2015 16:43:02,2160,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/14/15,Sky,,Plot,,,
5/20/2015 16:56:18,1093,FALSE,TRUE,reviewed core,Yes,Good alignment throughout,,No,dating looks good,Sky,,Plot,,,
5/20/2015 16:57:17,1037Z,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 16:57:56,1094,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 16:59:05,1089,FALSE,TRUE,reviewed core by plot cross dating,Yes,Good alignment throughout,,No,could not extend alignment with plot vs cluster crossdating,Sky,,Plot,,,
5/20/2015 17:00:05,1040,FALSE,TRUE,reviewed core by plot cross dating,Yes,Good alignment throughout,,No,limited alignment with plot crossdating (1945 vs 1932)),Sky,,Plot,,,
5/20/2015 17:01:29,1037,FALSE,TRUE,"Dated core, reviewed core by plot cross dating",Yes,Good alignment throughout,,No,redated core,Sky,,Plot,,,
5/20/2015 17:04:57,1090,TRUE,TRUE,"Dated core, reviewed core",Yes,Good alignment through year X,1996,No,difficult core; plot crossdating limited alignment; changed date of first ring?,Sky,check core ,Plot,,,
5/20/2015 17:06:23,1034,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 17:07:02,1036,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,,Sky,,Plot,,,
5/20/2015 17:08:26,1091,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/20/2015 17:09:13,1095,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment throughout,,No,Modified by Cameron for task C.1: 10/12/15,Sky,,Plot,,,
5/20/2015 17:09:51,1093Z,FALSE,TRUE,extended alignment through plot crossdating,Yes,Good alignment through year X,1922,No,,Sky,,Plot,,,
5/27/2015 16:40:46,1462Z,FALSE,FALSE,"Dated core, Resolved uncs",Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 16:49:47,1485Z,FALSE,FALSE,"Resolved uncs, Removed ring(s)",No,Good alignment throughout,,No,unclear about adjustments of rings in beginning,Sky,,Cluster,,,
5/27/2015 16:51:52,4213Z,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 16:54:25,pm208,FALSE,FALSE,reviewed core ,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 16:55:28,pm205,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 16:56:19,pm210,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:01:09,pm213,TRUE,TRUE,reviewed core,Yes,Good alignment through year X,1958,No,,Sky,,Cluster,,,
5/27/2015 17:02:06,pm195,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:03:45,pm5B,FALSE,FALSE,Dated core,,Good alignment throughout,,No,,Sky,,Cluster,,,
5/27/2015 17:09:35,pm221A,FALSE,FALSE,reviewed core,Yes,Good alignment throughout,,No,,Sky,,Cluster,,,
